-1.000000,0.038462,0.038462
-0.990000,-0.050155,-20.459359
-0.980000,-0.119692,-28.192049
-0.970000,-0.172463,-28.471703
-0.960000,-0.210595,-24.848672
-0.950000,-0.236037,-19.604172
-0.940000,-0.250572,-14.123881
-0.930000,-0.255826,-9.177665
-0.920000,-0.253275,-5.125887
-0.910000,-0.244258,-2.068889
-0.900000,-0.229981,0.047059
-0.890000,-0.211529,1.356702
-0.880000,-0.189871,2.027237
-0.870000,-0.165869,2.227668
-0.860000,-0.140286,2.110958
-0.850000,-0.113791,1.805097
-0.840000,-0.086966,1.410122
-0.830000,-0.060313,0.998909
-0.820000,-0.034260,0.620168
-0.810000,-0.009167,0.302509
-0.800000,0.014670,0.058824
-0.790000,0.037012,-0.109502
-0.780000,0.057673,-0.208832
-0.770000,0.076515,-0.250143
-0.760000,0.093442,-0.246530
-0.750000,0.108400,-0.211358
-0.740000,0.121369,-0.156971
-0.730000,0.132360,-0.093905
-0.720000,0.141411,-0.030488
-0.710000,0.148587,0.027254
-0.700000,0.153972,0.075472
-0.690000,0.157669,0.112226
-0.680000,0.159797,0.137133
-0.670000,0.160485,0.150992
-0.660000,0.159877,0.155401
-0.650000,0.158121,0.152427
-0.640000,0.155372,0.144307
-0.630000,0.151791,0.133225
-0.620000,0.147537,0.121134
-0.610000,0.142774,0.109651
-0.600000,0.137661,0.100000
-0.590000,0.132357,0.092992
-0.580000,0.127017,0.089052
-0.570000,0.121791,0.088264
-0.560000,0.116821,0.090437
-0.550000,0.112245,0.095175
-0.540000,0.108194,0.101950
-0.530000,0.104786,0.110175
-0.520000,0.102136,0.119260
-0.510000,0.100346,0.128664
-0.500000,0.099508,0.137931
-0.490000,0.099707,0.146715
-0.480000,0.101014,0.154791
-0.470000,0.103492,0.162052
-0.460000,0.107193,0.168507
-0.450000,0.112158,0.174257
-0.440000,0.118417,0.179481
-0.430000,0.125989,0.184409
-0.420000,0.134886,0.189298
-0.410000,0.145106,0.194412
-0.400000,0.156639,0.200000
-0.390000,0.169466,0.206279
-0.380000,0.183557,0.213427
-0.370000,0.198875,0.221569
-0.360000,0.215373,0.230783
-0.350000,0.232998,0.241097
-0.340000,0.251688,0.252495
-0.330000,0.271374,0.264930
-0.320000,0.291982,0.278329
-0.310000,0.313430,0.292610
-0.300000,0.335632,0.307692
-0.290000,0.358497,0.323505
-0.280000,0.381929,0.339998
-0.270000,0.405830,0.357150
-0.260000,0.430098,0.374971
-0.250000,0.454628,0.393503
-0.240000,0.479313,0.412816
-0.230000,0.504047,0.433007
-0.220000,0.528719,0.454190
-0.210000,0.553222,0.476483
-0.200000,0.577448,0.500000
-0.190000,0.601288,0.524836
-0.180000,0.624638,0.551054
-0.170000,0.647393,0.578676
-0.160000,0.669452,0.607667
-0.150000,0.690718,0.637931
-0.140000,0.711094,0.669300
-0.130000,0.730490,0.701537
-0.120000,0.748820,0.734329
-0.110000,0.766001,0.767297
-0.100000,0.781957,0.800000
-0.090000,0.796617,0.831948
-0.080000,0.809915,0.862613
-0.070000,0.821792,0.891446
-0.060000,0.832195,0.917896
-0.050000,0.841077,0.941427
-0.040000,0.848399,0.961538
-0.030000,0.854128,0.977784
-0.020000,0.858239,0.989787
-0.010000,0.860712,0.997256
0.000000,0.861538,1.000000
0.010000,0.860712,0.997931
0.020000,0.858239,0.991074
0.030000,0.854128,0.979565
0.040000,0.848399,0.963648
0.050000,0.841077,0.943666
0.060000,0.832195,0.920050
0.070000,0.821792,0.893304
0.080000,0.809915,0.863984
0.090000,0.796617,0.832682
0.100000,0.781957,0.800000
0.110000,0.766001,0.766531
0.120000,0.748820,0.732836
0.130000,0.730490,0.699428
0.140000,0.711094,0.666749
0.150000,0.690718,0.635165
0.160000,0.669452,0.604949
0.170000,0.647393,0.576281
0.180000,0.624638,0.549248
0.190000,0.601288,0.523848
0.200000,0.577448,0.500000
0.210000,0.553222,0.477559
0.220000,0.528719,0.456333
0.230000,0.504047,0.436102
0.240000,0.479313,0.416643
0.250000,0.454628,0.397744
0.260000,0.430098,0.379233
0.270000,0.405830,0.360989
0.280000,0.381929,0.342958
0.290000,0.358497,0.325160
0.300000,0.335632,0.307692
0.310000,0.313430,0.290724
0.320000,0.291982,0.274485
0.330000,0.271374,0.259248
0.340000,0.251688,0.245306
0.350000,0.232998,0.232940
0.360000,0.215373,0.222393
0.370000,0.198875,0.213830
0.380000,0.183557,0.207315
0.390000,0.169466,0.202778
0.400000,0.156639,0.200000
0.410000,0.145106,0.198601
0.420000,0.134886,0.198047
0.430000,0.125989,0.197666
0.440000,0.118417,0.196685
0.450000,0.112158,0.194278
0.460000,0.107193,0.189638
0.470000,0.103492,0.182056
0.480000,0.101014,0.171009
0.490000,0.099707,0.156257
0.500000,0.099508,0.137931
0.510000,0.100346,0.116610
0.520000,0.102136,0.093377
0.530000,0.104786,0.069839
0.540000,0.108194,0.048096
0.550000,0.112245,0.030664
0.560000,0.116821,0.020320
0.570000,0.121791,0.019879
0.580000,0.127017,0.031900
0.590000,0.132357,0.058314
0.600000,0.137661,0.100000
0.610000,0.142774,0.156321
0.620000,0.147537,0.224664
0.630000,0.151791,0.300021
0.640000,0.155372,0.374684
0.650000,0.158121,0.438117
0.660000,0.159877,0.477117
0.670000,0.160485,0.476339
0.680000,0.159797,0.419319
0.690000,0.157669,0.290088
0.700000,0.153972,0.075472
0.710000,0.148587,-0.231844
0.720000,0.141411,-0.629486
0.730000,0.132360,-1.100863
0.740000,0.121369,-1.610113
0.750000,0.108400,-2.096912
0.760000,0.093442,-2.471728
0.770000,0.076515,-2.612444
0.780000,0.057673,-2.363703
0.790000,0.037012,-1.540867
0.800000,0.014670,0.058824
0.810000,-0.009167,2.634386
0.820000,-0.034260,6.343928
0.830000,-0.060313,11.246184
0.840000,-0.086966,17.213041
0.850000,-0.113791,23.803235
0.860000,-0.140286,30.084875
0.870000,-0.165869,34.391309
0.880000,-0.189871,33.991165
0.890000,-0.211529,24.648923
0.900000,-0.229981,0.047059
0.910000,-0.244258,-48.965511
0.920000,-0.253275,-135.341410
0.930000,-0.255826,-277.070726
0.940000,-0.250572,-498.746725
0.950000,-0.236037,-833.535254
0.960000,-0.210595,-1325.635812
0.970000,-0.172463,-2033.338653
0.980000,-0.119692,-3032.801221
0.990000,-0.050155,-4422.689190
